FREQ,Frequency,REF_AREA,Territory,DATA_TYPE,Indicator,ECOICOP_2,ECOICOP 2,TIME_PERIOD,Observation,OBS_STATUS,Observation status
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03122,Indumenti per donna o ragazza,2012,34142,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03122,Indumenti per donna o ragazza,2013,33187,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03122,Indumenti per donna o ragazza,2014,32064,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03122,Indumenti per donna o ragazza,2015,28671,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03122,Indumenti per donna o ragazza,2016,28330,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03122,Indumenti per donna o ragazza,2017,28437,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03122,Indumenti per donna o ragazza,2018,28082,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03122,Indumenti per donna o ragazza,2019,27170,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03122,Indumenti per donna o ragazza,2020,27372,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03122,Indumenti per donna o ragazza,2021,26527,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03122,Indumenti per donna o ragazza,2022,25973,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03122,Indumenti per donna o ragazza,2023,26924,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03122,Indumenti per donna o ragazza,2024,25127,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03122,Indumenti per donna o ragazza,2025,25089,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03122,Indumenti per donna o ragazza,2026,25166,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031221,'Cappotti, giacconi e giacche donna',2016,3482,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031221,'Cappotti, giacconi e giacche donna',2017,3496,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031221,'Cappotti, giacconi e giacche donna',2018,3291,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031221,'Cappotti, giacconi e giacche donna',2019,3117,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031221,'Cappotti, giacconi e giacche donna',2020,2981,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031221,'Cappotti, giacconi e giacche donna',2021,1916,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031221,'Cappotti, giacconi e giacche donna',2022,2670,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031221,'Cappotti, giacconi e giacche donna',2023,2494,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031221,'Cappotti, giacconi e giacche donna',2024,2385,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031221,'Cappotti, giacconi e giacche donna',2025,2417,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031221,'Cappotti, giacconi e giacche donna',2026,2777,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031222,'Abiti completi, tailleur, vestiti, gonne e pantaloni',2016,6746,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031222,'Abiti completi, tailleur, vestiti, gonne e pantaloni',2017,6811,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031222,'Abiti completi, tailleur, vestiti, gonne e pantaloni',2018,6891,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031222,'Abiti completi, tailleur, vestiti, gonne e pantaloni',2019,6681,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031222,'Abiti completi, tailleur, vestiti, gonne e pantaloni',2020,6833,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031222,'Abiti completi, tailleur, vestiti, gonne e pantaloni',2021,6708,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031222,'Abiti completi, tailleur, vestiti, gonne e pantaloni',2022,5810,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031222,'Abiti completi, tailleur, vestiti, gonne e pantaloni',2023,6059,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031222,'Abiti completi, tailleur, vestiti, gonne e pantaloni',2024,5414,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031222,'Abiti completi, tailleur, vestiti, gonne e pantaloni',2025,5459,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031222,'Abiti completi, tailleur, vestiti, gonne e pantaloni',2026,6339,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031223,'Pullover, Camicie e t-shirt donna',2016,7086,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031223,'Pullover, Camicie e t-shirt donna',2017,7109,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031223,'Pullover, Camicie e t-shirt donna',2018,6822,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031223,'Pullover, Camicie e t-shirt donna',2019,6627,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031223,'Pullover, Camicie e t-shirt donna',2020,6580,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031223,'Pullover, Camicie e t-shirt donna',2021,5527,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031223,'Pullover, Camicie e t-shirt donna',2022,6241,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031223,'Pullover, Camicie e t-shirt donna',2023,6224,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031223,'Pullover, Camicie e t-shirt donna',2024,5792,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031223,'Pullover, Camicie e t-shirt donna',2025,5859,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031223,'Pullover, Camicie e t-shirt donna',2026,6689,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031224,Altro abbigliamento donna per il tempo libero,2016,1615,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031224,Altro abbigliamento donna per il tempo libero,2017,1640,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031224,Altro abbigliamento donna per il tempo libero,2018,1615,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031224,Altro abbigliamento donna per il tempo libero,2019,1599,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031224,Altro abbigliamento donna per il tempo libero,2020,1681,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031224,Altro abbigliamento donna per il tempo libero,2021,2193,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031224,Altro abbigliamento donna per il tempo libero,2022,1444,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031224,Altro abbigliamento donna per il tempo libero,2023,1719,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031224,Altro abbigliamento donna per il tempo libero,2024,1517,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031224,Altro abbigliamento donna per il tempo libero,2025,1583,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031224,Altro abbigliamento donna per il tempo libero,2026,1888,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031225,Abbigliamento intimo e calze donna,2016,4917,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031225,Abbigliamento intimo e calze donna,2017,4939,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031225,Abbigliamento intimo e calze donna,2018,5011,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031225,Abbigliamento intimo e calze donna,2019,4919,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031225,Abbigliamento intimo e calze donna,2020,5013,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031225,Abbigliamento intimo e calze donna,2021,5295,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031225,Abbigliamento intimo e calze donna,2022,5525,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031225,Abbigliamento intimo e calze donna,2023,4687,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031225,Abbigliamento intimo e calze donna,2024,4024,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031225,Abbigliamento intimo e calze donna,2025,3979,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031225,Abbigliamento intimo e calze donna,2026,4421,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031226,Cappotti e giacche bambina (3-13 anni),2016,827,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031226,Cappotti e giacche bambina (3-13 anni),2017,829,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031226,Cappotti e giacche bambina (3-13 anni),2018,759,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031226,Cappotti e giacche bambina (3-13 anni),2019,711,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031226,Cappotti e giacche bambina (3-13 anni),2020,717,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031226,Cappotti e giacche bambina (3-13 anni),2021,682,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031226,Cappotti e giacche bambina (3-13 anni),2022,780,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031226,Cappotti e giacche bambina (3-13 anni),2023,929,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031226,Cappotti e giacche bambina (3-13 anni),2024,824,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031226,Cappotti e giacche bambina (3-13 anni),2025,588,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031226,Cappotti e giacche bambina (3-13 anni),2026,295,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031227,Altri indumenti per bambina (3-13 anni),2016,3096,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031227,Altri indumenti per bambina (3-13 anni),2017,3058,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031227,Altri indumenti per bambina (3-13 anni),2018,3131,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031227,Altri indumenti per bambina (3-13 anni),2019,2958,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031227,Altri indumenti per bambina (3-13 anni),2020,2999,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031227,Altri indumenti per bambina (3-13 anni),2021,3567,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031227,Altri indumenti per bambina (3-13 anni),2022,2937,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031227,Altri indumenti per bambina (3-13 anni),2023,4064,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031227,Altri indumenti per bambina (3-13 anni),2024,4498,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031227,Altri indumenti per bambina (3-13 anni),2025,4445,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031227,Altri indumenti per bambina (3-13 anni),2026,2252,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031228,Abbigliamento intimo e calze bambina (3-13 anni),2016,561,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031228,Abbigliamento intimo e calze bambina (3-13 anni),2017,555,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031228,Abbigliamento intimo e calze bambina (3-13 anni),2018,562,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031228,Abbigliamento intimo e calze bambina (3-13 anni),2019,558,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031228,Abbigliamento intimo e calze bambina (3-13 anni),2020,568,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031228,Abbigliamento intimo e calze bambina (3-13 anni),2021,639,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031228,Abbigliamento intimo e calze bambina (3-13 anni),2022,566,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031228,Abbigliamento intimo e calze bambina (3-13 anni),2023,748,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031228,Abbigliamento intimo e calze bambina (3-13 anni),2024,673,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031228,Abbigliamento intimo e calze bambina (3-13 anni),2025,759,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031228,Abbigliamento intimo e calze bambina (3-13 anni),2026,505,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03123,Indumenti per neonato (di età inferiore a 2 anni),2010,1346,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03123,Indumenti per neonato (di età inferiore a 2 anni),2011,1393,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03123,Indumenti per neonato (di età inferiore a 2 anni),2012,2218,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03123,Indumenti per neonato (di età inferiore a 2 anni),2013,2232,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03123,Indumenti per neonato (di età inferiore a 2 anni),2014,2165,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03123,Indumenti per neonato (di età inferiore a 2 anni),2015,1709,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03123,Indumenti per neonato (di età inferiore a 2 anni),2016,1671,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03123,Indumenti per neonato (di età inferiore a 2 anni),2017,1669,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03123,Indumenti per neonato (di età inferiore a 2 anni),2018,1599,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03123,Indumenti per neonato (di età inferiore a 2 anni),2019,1544,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03123,Indumenti per neonato (di età inferiore a 2 anni),2020,1565,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03123,Indumenti per neonato (di età inferiore a 2 anni),2021,1987,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03123,Indumenti per neonato (di età inferiore a 2 anni),2022,1697,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03123,Indumenti per neonato (di età inferiore a 2 anni),2023,2042,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03123,Indumenti per neonato (di età inferiore a 2 anni),2024,2040,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03123,Indumenti per neonato (di età inferiore a 2 anni),2025,2032,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03123,Indumenti per neonato (di età inferiore a 2 anni),2026,1492,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031231,Indumenti per neonati (0-2 anni),2016,1671,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031231,Indumenti per neonati (0-2 anni),2017,1669,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031231,Indumenti per neonati (0-2 anni),2018,1599,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031231,Indumenti per neonati (0-2 anni),2019,1544,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031231,Indumenti per neonati (0-2 anni),2020,1565,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031231,Indumenti per neonati (0-2 anni),2021,1987,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031231,Indumenti per neonati (0-2 anni),2022,1697,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031231,Indumenti per neonati (0-2 anni),2023,2042,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031231,Indumenti per neonati (0-2 anni),2024,2040,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031231,Indumenti per neonati (0-2 anni),2025,2032,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031231,Indumenti per neonati (0-2 anni),2026,1492,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03124,Uniformi scolastiche,2026,116,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031241,Uniformi scolastiche,2026,116,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0313,'Altri articoli di abbigliamento e accessori per l"'abbigliamento',1996,1461,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0313,'Altri articoli di abbigliamento e accessori per l"'abbigliamento',1997,1461,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0313,'Altri articoli di abbigliamento e accessori per l"'abbigliamento',1998,1461,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0313,'Altri articoli di abbigliamento e accessori per l"'abbigliamento',1999,1963,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0313,'Altri articoli di abbigliamento e accessori per l"'abbigliamento',2000,1629,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0313,'Altri articoli di abbigliamento e accessori per l"'abbigliamento',2001,1440,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0313,'Altri articoli di abbigliamento e accessori per l"'abbigliamento',2002,1236,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0313,'Altri articoli di abbigliamento e accessori per l"'abbigliamento',2003,1350,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0313,'Altri articoli di abbigliamento e accessori per l"'abbigliamento',2004,2104,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0313,'Altri articoli di abbigliamento e accessori per l"'abbigliamento',2005,1997,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0313,'Altri articoli di abbigliamento e accessori per l"'abbigliamento',2006,2008,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0313,'Altri articoli di abbigliamento e accessori per l"'abbigliamento',2007,1699,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0313,'Altri articoli di abbigliamento e accessori per l"'abbigliamento',2008,1661,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0313,'Altri articoli di abbigliamento e accessori per l"'abbigliamento',2009,1665,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0313,'Altri articoli di abbigliamento e accessori per l"'abbigliamento',2010,1758,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0313,'Altri articoli di abbigliamento e accessori per l"'abbigliamento',2011,1545,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0313,'Altri articoli di abbigliamento e accessori per l"'abbigliamento',2012,804,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0313,'Altri articoli di abbigliamento e accessori per l"'abbigliamento',2013,780,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0313,'Altri articoli di abbigliamento e accessori per l"'abbigliamento',2014,733,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0313,'Altri articoli di abbigliamento e accessori per l"'abbigliamento',2015,1334,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0313,'Altri articoli di abbigliamento e accessori per l"'abbigliamento',2016,2401,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0313,'Altri articoli di abbigliamento e accessori per l"'abbigliamento',2017,2625,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0313,'Altri articoli di abbigliamento e accessori per l"'abbigliamento',2018,2454,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0313,'Altri articoli di abbigliamento e accessori per l"'abbigliamento',2019,2553,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0313,'Altri articoli di abbigliamento e accessori per l"'abbigliamento',2020,2378,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0313,'Altri articoli di abbigliamento e accessori per l"'abbigliamento',2021,1760,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0313,'Altri articoli di abbigliamento e accessori per l"'abbigliamento',2022,1550,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0313,'Altri articoli di abbigliamento e accessori per l"'abbigliamento',2023,1644,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0313,'Altri articoli di abbigliamento e accessori per l"'abbigliamento',2024,1477,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0313,'Altri articoli di abbigliamento e accessori per l"'abbigliamento',2025,1492,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0313,'Altri articoli di abbigliamento e accessori per l"'abbigliamento',2026,1608,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03131,Altri articoli di abbigliamento,2010,1758,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03131,Altri articoli di abbigliamento,2011,1545,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03131,Altri articoli di abbigliamento,2012,804,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03131,Altri articoli di abbigliamento,2013,780,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03131,Altri articoli di abbigliamento,2014,733,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03131,Altri articoli di abbigliamento,2015,1334,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03131,Altri articoli di abbigliamento,2016,2401,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03131,Altri articoli di abbigliamento,2017,2625,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03131,Altri articoli di abbigliamento,2018,2454,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03131,Altri articoli di abbigliamento,2019,2553,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03131,Altri articoli di abbigliamento,2020,2378,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03131,Altri articoli di abbigliamento,2021,1760,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03131,Altri articoli di abbigliamento,2022,1550,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03131,Altri articoli di abbigliamento,2023,1644,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03131,Altri articoli di abbigliamento,2024,1477,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03131,Altri articoli di abbigliamento,2025,1492,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03131,Altri articoli di abbigliamento,2026,1085,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031311,'Altri articoli d"'abbigliamento',2016,2401,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031311,'Altri articoli d"'abbigliamento',2017,2625,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031311,'Altri articoli d"'abbigliamento',2018,2454,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031311,'Altri articoli d"'abbigliamento',2019,2553,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031311,'Altri articoli d"'abbigliamento',2020,2378,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031311,'Altri articoli d"'abbigliamento',2021,1760,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031311,'Altri articoli d"'abbigliamento',2022,1550,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031311,'Altri articoli d"'abbigliamento',2023,1644,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031311,'Altri articoli d"'abbigliamento',2024,1477,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031311,'Altri articoli d"'abbigliamento',2025,1492,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031311,'Altri articoli d"'abbigliamento',2026,1085,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,03132,'Accessori per l"'abbigliamento',2026,523,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,031321,'Accessori per l"'abbigliamento',2026,523,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0314,'Pulizia, riparazione, confezione e noleggio di capi d"'abbigliamento',1996,5736,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0314,'Pulizia, riparazione, confezione e noleggio di capi d"'abbigliamento',1997,5736,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0314,'Pulizia, riparazione, confezione e noleggio di capi d"'abbigliamento',1998,5736,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0314,'Pulizia, riparazione, confezione e noleggio di capi d"'abbigliamento',1999,3944,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0314,'Pulizia, riparazione, confezione e noleggio di capi d"'abbigliamento',2000,3798,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0314,'Pulizia, riparazione, confezione e noleggio di capi d"'abbigliamento',2001,3866,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0314,'Pulizia, riparazione, confezione e noleggio di capi d"'abbigliamento',2002,3827,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0314,'Pulizia, riparazione, confezione e noleggio di capi d"'abbigliamento',2003,3904,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0314,'Pulizia, riparazione, confezione e noleggio di capi d"'abbigliamento',2004,3727,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0314,'Pulizia, riparazione, confezione e noleggio di capi d"'abbigliamento',2005,3508,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0314,'Pulizia, riparazione, confezione e noleggio di capi d"'abbigliamento',2006,3713,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0314,'Pulizia, riparazione, confezione e noleggio di capi d"'abbigliamento',2007,3392,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0314,'Pulizia, riparazione, confezione e noleggio di capi d"'abbigliamento',2008,3290,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0314,'Pulizia, riparazione, confezione e noleggio di capi d"'abbigliamento',2009,3271,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0314,'Pulizia, riparazione, confezione e noleggio di capi d"'abbigliamento',2010,2991,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0314,'Pulizia, riparazione, confezione e noleggio di capi d"'abbigliamento',2011,2972,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0314,'Pulizia, riparazione, confezione e noleggio di capi d"'abbigliamento',2012,3319,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0314,'Pulizia, riparazione, confezione e noleggio di capi d"'abbigliamento',2013,3202,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0314,'Pulizia, riparazione, confezione e noleggio di capi d"'abbigliamento',2014,2939,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0314,'Pulizia, riparazione, confezione e noleggio di capi d"'abbigliamento',2015,3925,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0314,'Pulizia, riparazione, confezione e noleggio di capi d"'abbigliamento',2016,4172,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0314,'Pulizia, riparazione, confezione e noleggio di capi d"'abbigliamento',2017,4462,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0314,'Pulizia, riparazione, confezione e noleggio di capi d"'abbigliamento',2018,4334,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0314,'Pulizia, riparazione, confezione e noleggio di capi d"'abbigliamento',2019,4134,,
